transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,description
T4297,U060,2022-03-03,Income,Salary,79684.0,,,Online course,PAYROLL DEPOSIT #68997
T12898,U146,2023-11-17,Expense,Utilities,7612.0,Cash,Ahmedabad,,BSES POWER CORP BILL
T10900,U004,2022-02-03,Expense,Education,3276.0,Cash,Mumbai,Doctor consultation,COURSERA SUBSCRIPTION
T7922,U012,2022-09-23,Expense,Entertainment,3512.0,Bank Transfer,Bangalore,Petrol,SPOTIFY PREMIUM
T4708,U039,2021-09-17,Expense,Utilities,8586.0,UPI,Ahmedabad,Restaurant dinner,TRANSFER
T4198,U060,2024-02-27,Expense,Travel,1272.0,Bank Transfer,Jaipur,Electricity bill,METRO CARD RECHARGE
T6452,U088,2024-09-24,Expense,Rent,16713.0,Cash,Chennai,,RENTAL PAYMENT - UNIT 14716
T8144,U097,2023-09-30,Expense,Entertainment,6960.0,UPI,Chennai,EMI payment,ATM WITHDRAWAL
T9650,U131,2021-11-19,Expense,,772.0,,Delhi,,
T4346,U078,2022-10-20,Income,Salary,75971.0,UPI,Delhi,,CARD PAYMENT #33182
T6623,U119,2022-11-27,Expense,Education,,UPI,Kolkata,Gym membership,BOOKSTORE - COURSERA
T11085,U091,2022-12-17,Income,Bonus,52172.0,Bank Transfer,Kolkata,Fixed deposit,ANNUAL BONUS CREDIT
T8894,U130,2023-08-24,Expense,Travel,1946.0,Bank Transfer,Kolkata,,TOLL PAYMENT #49720
T7742,U102,2021-02-17,Expense,Food,2504.0,Card,Delhi,Petrol,GROCERY STORE - BIG BAZAAR
T3815,U128,2021-02-03,Expense,Travel,5987.0,Cash,Delhi,,PETROL PUMP - AIR INDIA
T10117,U033,2024-09-29,Expense,Others,238.0,Cash,Kolkata,,GENERAL MART GENERAL STORE
T3933,U003,2021-04-25,Expense,Rent,,Cash,Ahmedabad,Gym membership,RENT - APT 2627
T13130,U021,2023-01-25,Expense,Rent,2193.0,Card,Hyderabad,Movie tickets,RENT - APT 50954
T1897,U147,2023-09-17,Income,Salary,57318.0,UPI,,Monthly rent payment,PAYMENT
T6689,U052,2022-12-26,Expense,Travel,7249.0,Cash,Ahmedabad,Petrol,CARD PAYMENT #73891
T0781,U039,2024-03-09,Income,,44800.0,Card,Bangalore,,
T7476,U054,2021-07-29,Expense,,1485.0,Bank Transfer,Delhi,,
T4244,U066,2024-11-26,Income,Bonus,38244.0,Bank Transfer,Delhi,Movie tickets,PERFORMANCE BONUS #24336
T8567,U056,,Expense,Education,6427.0,Bank Transfer,Lucknow,ATM withdrawal,COURSERA SUBSCRIPTION
T0192,U010,2024-08-04,Expense,Food,211.0,Cash,Bangalore,Books,NATURE'S BASKET CAFE PAYMENT
T12894,U044,2024-12-10,Expense,Entertainment,8933.0,Bank Transfer,Lucknow,Restaurant dinner,NETFLIX SUBSCRIPTION
T6453,U054,2023-06-12,Expense,Education,2109.0,Bank Transfer,Delhi,Online course,POS PURCHASE
T8285,U048,2023-04-21,Expense,Rent,4432.0,UPI,Hyderabad,Medicine,LANDLORD PAYMENT REF 82585
T2285,U074,2021-05-01,Expense,Travel,3599.0,Cash,Lucknow,Grocery shopping,MAKEMYTRIP HOTEL BOOKING
T9988,U098,2024-11-02,Expense,Education,3255.0,Card,Hyderabad,Uber ride,CROSSWORD BOOKSTORE TUITION FEE
T6893,U145,2022-09-15,Expense,Utilities,4499.0,Bank Transfer,Chennai,Electricity bill,TRANSACTION
T6328,U103,2024-09-30,Expense,Utilities,9236.0,Bank Transfer,Lucknow,,BSES POWER CORP BILL
T1718,U010,2021-07-10,Expense,Rent,12304.0,UPI,,Monthly rent payment,HOUSE RENT TRANSFER
T5907,U026,2022-06-02,Expense,Travel,1582.0,Cash,Delhi,Monthly rent payment,VISTARA AIRLINES BOOKING
T4316,U049,2024-12-15,Expense,Rent,1114.0,Bank Transfer,Lucknow,EMI payment,RENT  APT 83695
T1357,U064,2024-06-13,Income,Salary,73413.0,Cash,,Restaurant dinner,SALARY CREDIT - HCL
T12174,U147,2024-06-07,Expense,Utilities,806.0,Cash,Kolkata,Medicine,AIRTEL BROADBAND POWER CORP BILL
T5722,U062,2024-01-27,Expense,Utilities,3803.0,Card,Bangalore,,TRANSFER
T1470,U087,2024-10-25,Expense,,6329.0,Bank Transfer,Lucknow,Train ticket,
T9820,U078,2021-01-07,Expense,Travel,1528.0,UPI,Mumbai,,MAKEMYTRIP HOTEL BOOING
T11980,U053,2024-04-09,Expense,Travel,9053.0,Bank Transfer,Bangalore,Petrol,UBER TRIP #61299
T7196,U121,2023-04-11,Income,Bonus,,Card,Delhi,Electricity bill,PAYMENT
T3139,U001,2024-11-24,Expense,Food,920.0,Bank Transfer,Hyderabad,Train ticket,STARBUCKS #44523
T0089,U061,2021-02-23,Expense,Education,1512.0,Bank Transfer,Pune,Doctor consultation,UDEMY COURSE PURCHASE
T9639,U089,2023-06-04,Expense,Food,1168.0,UPI,Delhi,Grocery shopping,GROCERY STORE - BIG BAZAAR
T3589,U060,2021-07-09,Expense,Health,355.0,Bank Transfer,Pune,ATM withdrawal,TRANSFER
T3288,U149,2023-10-17,Income,Others,18129.0,Bank Transfer,Pune,,MISCELLANEOUS EXPENSE
T11774,U127,2021-05-20,Income,Others,22805.0,UPI,Bangalore,Petrol,MISC PAYMENT #90863
T13325,U082,2023-11-22,Income,Freelance,412288.0,UPI,Kolkata,Online course,CLIENT PYMT RECEIVED
T7235,U031,2024-11-08,Income,Salary,63677.0,Bank Transfer,Lucknow,ATM withdrawal,PAYMENT
T2504,U064,2023-09-07,Income,Investment,28100.0,Bank Transfer,Bangalore,,MUTUAL FUND SIP - UPSTOX
T10284,U089,2021-06-04,Expense,Rent,3987.0,,Ahmedabad,Doctor consultation,PAYMENT
T5450,U127,2023-10-10,Expense,Health,4852.0,Cash,,Monthly rent payment,MEDPLUS HOSPITAL BILL
T4549,U127,2022-05-01,Expense,Utilities,7897.0,Bank Transfer,Jaipur,,ELECTRICITY BILL PAYMENT
T6675,U039,2023-08-22,Expense,Utilities,9061.0,Card,Hyd,Electricity bill,TRANSFER
T12152,U078,2023-01-08,Expense,Rent,5240.0,Cash,Delhi,,LANDLORD PAYMENT REF 13689
T6103,U112,2021-11-14,Expense,Entertainment,895.0,Cash,Ahmedabad,Uber ride,BOOKMYSHOW ORDER #87393
T6445,U079,2023-08-12,Expense,Food,2144.0,Card,,Doctor consultation,RELIANCE FRESH SUPERMARKET
T1054,U079,2022-04-17,Expense,Travel,8765.0,Bank Transfer,Kolkata,,UBER TRIP #26803
T4162,U127,2021-12-27,Expense,Health,445.0,UPI,Ahmedabad,,DOCTOR CONSULTATION FEE
T7614,U132,2024-10-24,Expense,Food,1777.0,,Kolkata,Monthly rent payment,GROCERY STORE - BIG BAZAAR
T11212,U010,2024-05-12,Expense,Food,8293.0,Bank Transfer,Delhi,Coffee,SPENCER'S PURCHASE
T9451,U125,2023-11-13,Expense,Utilities,3209.0,Cash,Hyd,Train ticket,WATER BILL PAYMENT
T11461,U070,2022-04-24,Expense,Travel,3370.0,Card,Kolkata,Train ticket,UBER TRIP #91940
T5073,U142,2022-05-31,Expense,Utilities,649.0,Bank Transfer,Hyderabad,Shopping,INTERNET BILL - AIRTEL BROADBAND FIBER
T0590,U144,2023-01-12,Expense,Education,2152.0,Card,Kolkata,,SCHOOL FEE PAYMENT
T5740,U137,2024-05-28,Income,Salary,75739.0,Cash,Delhi,,SALARY CREDIT - ACCENTURE
T6333,U079,2023-08-20,Expense,Rent,1404.0,Card,Ahmedabad,Monthly rent payment,RENTAL PAYMENT - UNIT 66118
T6033,U013,2024-08-26,Expense,Rent,7443.0,Cash,Bangalore,,MONTHLY RENT PAYMENT
T12453,U083,2021-10-07,Expense,Others,8170.0,Card,,Shopping,GENERAL MART GENERAL STORE
T1905,U065,2022-12-18,Expense,Travel,,UPI,Jaipur,,IRCTC TICKET BOOKING
T11585,U143,2024-03-25,Expense,,4490.0,Card,Pune,,
T11479,U142,2022-06-21,Expense,Rent,,,Delhi,,CARD PAYMENT #56041
T12382,U146,2023-03-04,Expense,Education,3047.0,,Pun,Online course,TRANSACTION
T7017,U038,2021-01-07,Income,Salary,13463.0,Card,Kolkata,Movie tickets,ONLINE PAYMENT #17398
T2092,U028,2024-01-31,Expense,Education,6798.0,Cash,Chennai,,COURSERA ONLINE COURSE
T5243,U027,2024-04-15,Expense,Rent,9363.0,Bank Transfer,,,HOUSE RENT TRANSFER
T1009,U022,2024-01-16,Expense,Food,3387.0,Card,Kolkata,Train ticket,SPENCER'S PURCHASE
T1913,U113,2022-10-24,Income,Others,25499.0,Cash,Delhi,Coffee,GENERAL MART GENERAL STORE
T10640,U031,2024-07-25,Expense,,3990.0,Bank Transfer,Hyderabad,,
T3599,U031,2022-06-24,Income,Others,,,Delhi,Fixed deposit,GENERAL MART GENERAL STORE
T3058,U004,2023-05-02,Expense,Food,3460.0,UPI,Hyderabad,Books,ZOMATO DELIVERY #50907
T8291,U039,2022-09-06,Expense,Utilities,7776.0,,Ahmedabad,,BSES POWER CORP BILL
T8290,U071,2022-10-02,Expense,Food,1220.0,Card,Chennai,,GROCERY STORE - BIG BAZAAR
T12002,U103,2021-02-07,Expense,Entertainment,745.0,Card,Mumbai,Restaurant dinner,DISNEY+ SUBSCRIPTION
T3102,U135,2021-02-07,Expense,Utilities,936.0,UPI,,Books,WATER BILL PAYMENT
T0545,U095,2024-06-01,Income,Investment,150335.0,UPI,Bangalore,Fixed deposit,MUTUAL FUND SIP - UPSTOX
T6809,U056,2024-08-29,Expense,Food,738.0,Cash,Delhi,,TRANSACTION
T10142,U105,2023-07-10,Expense,Education,9801.0,Card,Bangalore,Train ticket,BOOKSTORE - BYJU'S
T7800,U023,2022-06-06,Expense,Food,7517.0,UPI,Mumbai,,STARBUCKS #32253
T0573,U025,2021-10-15,Expense,Travel,5682.0,Bank Transfer,Lucknow,,UBER TRIP #12583
T3772,U056,2021-10-31,Expense,Food,9998.0,UPI,,Doctor consultation,PAYMENT
T13463,U037,2021-11-28,Expense,Travel,,UPI,Jaipur,,METR CARD RECHARGE
T8560,U023,2023-04-02,Expense,Health,2143.0,Card,Delhi,,GYM MEMBERSHIP - MAX HOSPITAL
T9389,U059,2023-05-12,Expense,Rent,1304.0,UPI,Ahmedabad,Uber ride,PAYMENT
T8708,U147,2023-06-26,Expense,Food,7902.0,Cash,Delhi,ATM withdrawal,DOMINOS PIZZA ORDER
T0458,U021,2022-01-22,Expense,Entertainment,8835.0,Bank Transfer,Lucknow,,DISNEY+ SUBSCRIPTION
T5932,U022,2022-10-25,Expense,Rent,2363.0,Cash,Pune,Internet bill,HOUSE RENT TRANSFER
T9780,U012,2021-04-04,Expense,Travel,4430.0,UPI,Jaipur,Books,TRANSACTION
T11347,U010,2023-10-30,Expense,Food,555.0,Bank Transfer,Bangalore,Monthly rent payment,NATURE'S BASKET CAFE PAYMENT
T13203,U129,2022-06-02,Expense,Rent,45520.0,Bank Transfer,,,RENTAL PAYMENT - UNIT 84455
T3227,U026,,Income,Freelance,59368.0,Cash,,Doctor consultation,UPWORK PAYOUT #77470
T13326,U124,2024-08-02,Expense,Food,4735.0,Card,Chennai,,STARBUCKS #65203
T9487,U016,2023-06-08,Expense,Entertainment,9895.0,Bank Transfer,Chennai,ATM withdrawal,TRANSACTION
T4841,U064,2023-11-30,Expense,Travel,9629.0,Cash,Mumbai,Internet bill,UBER TRIP #44946
T11827,U147,2023-05-01,Expense,Food,4868.0,Bank Transfer,Jaipur,,GROCERY STORE - IG BAZAAR
T8740,U027,2023-06-17,Expense,Entertainment,9028.0,Bank Transfer,Lucknow,,BOOKMYSHOW ORDER #71564
T10561,U138,2022-09-22,Expense,Rent,1413.0,Bank Transfer,Pune,Fixed deposit,RENT - APT 87068
T13052,U144,2021-07-29,Income,Others,23259.0,UPI,Pune,,ATM WITHDRAWAL
T7641,U003,2022-04-04,Expense,Travel,9508.0,Bank Transfer,Kolkata,,PETROL PUMP - INDIGO
T5239,U031,2024-07-02,Expense,Travel,9427.0,Card,,Grocery shopping,POS PURCHASE
T9855,U067,2022-06-05,Expense,Rent,0.0,UPI,Kolkata,Train ticket,LANDLORD PAYMENT REF 84757
T13578,U022,2021-10-10,Expense,Utilities,8195.0,UPI,Chennai,,INTERNET BILL - AIRTEL BROADBAND FIBER
T0912,U055,2021-08-20,Expense,Travel,9925.0,Card,Chennai,,UBER TRIP #52260
T3977,U068,2023-08-31,Expense,Travel,1532.0,Bank Transfer,Mumbai,,PAYMENT
T10394,U034,2023-05-11,Expense,Education,4420.0,Bank Transfer,Pune,,COURSER SUBSCRIPTION
T9128,U138,2024-11-14,Income,Investment,37464.0,Card,Mumbai,Monthly rent payment,STOCK PURCHASE #74010
T7059,U056,2021-10-02,Expense,Travel,9001.0,Bank Transfer,Ahmedabad,Grocery shopping,SHELL AIRLINES BOOKING
T10649,U129,2023-06-24,Expense,Food,2719.0,Bank Transfer,Bangalore,Petrol,RELIANCE FRESH RESTAURANT
T4555,U115,2024-03-23,Expense,Food,,UPI,Hyderabad,,CARD PAYMENT #36988
T9780,U094,2022-08-21,Expense,Rent,8305.0,UPI,Ahmedabad,Movie tickets,RENTAL PAYMENT - UNIT 54035
T8194,U052,2021-12-23,Expense,Food,6694.0,Bank Transfer,Delhi,,RELIANCE FRESH SUPERMARKET
T0145,U020,2022-04-09,Expense,,2075.0,Cash,Delhi,Movie tickets,
T8649,U018,2021-03-16,Expense,Food,8067.0,,Hyderabad,,DOMINOS PIZZA ORDER
T3317,U068,2023-01-31,Expense,Food,8904.0,Card,Ahmedabad,Restaurant dinner,SWIGGY ORDER #97475
T6326,U109,2021-07-29,Expense,,7173.0,Bank Transfer,Bangalore,Doctor consultation,
T8591,U067,2023-05-06,Expense,Utilities,5205.0,Card,,,INTERNET BILL - JIO FIBER FIBER
T7300,U116,2021-01-23,Expense,Food,1735.0,UPI,Delhi,,DOMINOS PIZZA ORDER
T7690,U138,2023-08-06,Expense,Food,156.0,Cash,Delhi,EMI payment,DOMINOS PIZZA ORDER
T4019,U037,2023-03-31,Expense,Utilities,1334.0,Cash,Pune,Gym membership,MOBILE RECHARGE #49258
T5088,U040,2021-05-04,Expense,Utilities,3243.0,Bank Transfer,Pune,Lunch,MOBILE RECHARGE #57622
T3746,U052,2021-02-03,Expense,Utilities,7023.0,Bank Transfer,Chennai,Grocery shopping,INTERNET BILL - JIO FIBER FIBER
T6903,U014,2024-01-28,Expense,Rent,9112.0,Card,Chennai,Shopping,RENT - APT 36444
T4251,U025,2022-09-29,Expense,Travel,3560.0,UPI,Mumbai,Movie tickets,ATM WITHDRAWAL
T3995,U026,2021-10-12,Expense,Food,8523.0,Bank Transfer,Chennai,,GROCERY STORE - BIG BAZAAR
T9887,U006,2024-07-16,Expense,Others,7394.0,UPI,Lucknow,Grocery shopping,MISCELLANEOUS EXPENSE
T2255,U116,2022-10-30,Expense,Food,1824.0,Card,Delhi,Gym membership,MORE SUPERMARKET PURCHASE
T0310,U048,2023-08-15,Expense,Utilities,5398.0,Cash,Mumbai,Coffee,INTERNET BILL - JIO FIBER FIBER
T5822,U040,2024-05-24,Expense,Travel,3153.0,Card,Kolkata,Coffee,INDIGO AIRLINES BOOKING
T10769,U115,2022-08-12,Expense,Food,813.0,Cash,Ahmedabad,Electricity bill,ZOMATO DELIVERY #44754
T8754,U115,2021-04-09,Expense,Food,2686.0,Card,Delhi,,SPENCER'S CAFE PAYMENT
T7013,U009,2023-07-27,Expense,Entertainment,7701.0,Card,Mumbai,,DISNEY+ SUBSCRIPTION
T1773,U131,2021-01-17,Expense,Rent,1008.0,Bank Transfer,Lucknow,Online course,RENTAL YMT - UNIT 85172
T13494,U004,2022-05-15,Expense,Food,5439.0,UPI,Bangalore,Petrol,SWIGGY ORDER #62694
T10569,U117,,Income,Investment,274979.0,Cash,Delhi,,STOCK PURCHASE #39607
T10696,U144,2024-01-16,Expense,Education,2031.0,Card,Kolkata,Electricity bill,PAYMENT
T13051,U109,2021-01-22,Expense,Rent,27732.0,UPI,Pun,,RENT - APT 22053
T6879,U071,2022-11-01,Expense,Food,4623.0,UPI,Jaipur,Shopping,TRANSACTION
T4431,U062,2022-04-17,Expense,Food,776.0,Card,Mumbai,Restaurant dinner,SWIGGY ORDER #85784
T8340,U042,2021-12-21,Income,Others,12936.0,Card,Mumbai,ATM withdrawal,ATM WITHDRAWAL
T4779,U066,2021-03-29,Expense,Entertainment,6127.0,Bank Transfer,Ahmedabad,Electricity bill,BOOKMYSHOW ORDER #87576
T4009,U031,2021-05-14,Income,Bonus,35215.0,Card,Bangalore,Coffee,WIPRO BONUS PAYOUT
T11865,U137,2022-09-21,Expense,Food,2441.0,Cash,Jaipur,,RELIANCE FRESH RESTAURANT
T5472,U115,2021-03-10,Expense,Rent,45642.0,UPI,Chennai,Fixed deposit,HOUSE RENT TRANSFER
T6337,U100,2022-07-11,Expense,Rent,10185.0,Bank Transfer,Delhi,Train ticket,RENT - APT 84242
T13599,U075,2023-03-22,Expense,Food,3144.0,UPI,Lucknow,Uber ride,PAYMENT
T4689,U052,2024-01-21,Expense,Food,7844.0,Bank Transfer,Jaipur,Monthly rent payment,GROCERY STORE - MORE SUPERMARKET
T4386,U025,2021-04-23,Expense,Utilities,5285.0,Bank Transfer,,Electricity bill,ELECTRICITY BILL PAYMENT
T4439,U023,2021-09-30,Expense,Rent,1966.0,UPI,Pune,Doctor consultation,PAYMENT
T3806,U021,2024-05-17,Expense,Health,4998.0,,Bangalore,Fixed deposit,GYM MEMBERSHIP - FORTIS HOSPITAL
T0263,U106,2023-01-06,Expense,Travel,9115.0,Bank Transfer,,ATM withdrawal,DEBIT TRANSACTION
T10067,U105,2024-01-25,Income,Others,14299.0,Bank Transfer,Mumbai,Medicine,CARD PAYMENT #55523
T13745,U142,2021-08-22,Expense,Utilities,7308.0,Cash,Chennai,EMI payment,ELECTRICITY BILL PAYMENT
T5748,U003,2024-12-18,Expense,Food,6010.0,,Lucknow,Electricity bill,ZOMATO DELIVERY #95398
T2880,U093,2024-01-23,Income,Investment,66981.0,Cash,Bangalore,,MUTUAL FUND SIP - UPSTOX
T12763,U035,2023-08-12,Income,Freelance,10839.0,,Mumbai,Movie tickets,UPWORK PAYOUT #76144
T13126,U133,2021-05-20,Expense,Travel,-500.0,UPI,Kolkata,Lunch,METRO CARD RECHARGE
T6027,U064,2023-01-25,Expense,Rent,4342.0,Bank Transfer,Chennai,Movie tickets,HOUSE RENT TRANSFER
T5947,U127,2022-03-28,Expense,Utilities,6565.0,Cash,,ATM withdrawal,ONLINE PAYMENT #96960
T6483,U048,2022-03-08,Expense,Utilities,6015.0,Cash,Kolkata,,WATER BILL PAYMENT
T2778,U065,2021-10-25,Expense,Health,3653.0,Cash,Chennai,Books,MEDICAL LAB TEST #51071
T2493,U020,2022-09-06,Expense,Rent,5934.0,Card,,Grocery shopping,RENT - APT 36224
T10905,U050,2022-10-21,Income,Investment,43572.0,Bank Transfer,Pune,Restaurant dinner,MUTUAL FUND SIP - ZERODHA
T2567,U084,2021-03-09,Expense,Entertainment,4991.0,Bank Transfer,Jaipur,Train ticket,BOOKMYSHOW ORDER #62730
T2858,U002,2023-08-12,Expense,Rent,0.0,Cash,Bangalore,,RENTAL PYMT - UNIT 42933
T1776,U138,2021-02-03,Expense,Misc,4566.0,Cash,Ahmedabad,,MISC TRANSACTION #91915
T7303,U139,2021-11-10,Expense,Rent,30096.0,Card,Jaipur,,PAYMENT
T7150,U108,2021-06-20,Income,Others,60535.0,Cash,Kolkata,Gym membership,MISC PAYMENT #77550
T4313,U129,2021-02-15,Expense,Entertainment,7725.0,Card,Pune,Grocery shopping,TRNSFR
T8576,U069,2023-05-22,Expense,Health,5509.0,Card,Pune,Uber ride,MEDPLUS HOSPITAL BILL
T7379,U054,2023-05-22,Income,Salary,950787.0,UPI,Hyderabad,Internet bill,MONTHLY SALARY PAYMENT
T0862,U016,2024-02-26,Expense,Travel,116.0,Cash,Pun,Online course,METRO CARD RECHARGE
T7571,U060,2024-04-27,Expense,Rent,999999.0,UPI,Ahmedabad,EMI payment,HOUSE RENT TRASFER
T9023,U023,2022-08-09,Expense,Health,9609.0,Card,Pune,,CARD PAYMENT #12438
T2223,U083,2022-09-29,Expense,Education,4503.0,Bank Transfer,Bangalore,Grocery shopping,TRANSFER
T13490,U050,,Expense,Travel,1619.0,Card,Mumbai,Uber ride,OLA CAB RIDE
T4313,U072,2024-05-13,Expense,Rent,29428.0,Card,Delhi,Train ticket,LANDLORD PAYMENT REF 77662
T0127,U044,2021-12-14,Expense,Food,2310.0,UPI,Ahmedabad,Medicine,TRANSFER
T9959,U071,2021-02-22,Expense,Others,5435.0,UPI,Mumbai,,MISCELLANEOUS EXPENSE
T3125,U135,2022-05-20,Income,Salary,61181.0,Cash,Lucknow,Train ticket,MONTHLY SALARY PAYMENT
T0417,U078,2022-03-29,Expense,Food,0.0,Bank Transfer,Lucknow,Train ticket,SPENCER'S RESTAURANT
T5854,U098,2024-05-12,Expense,Food,93.0,Card,Ahmedabad,,RELIANCE FRESH PURCHASE
T7310,U140,2022-05-17,Expense,Rent,5453.0,Card,Pune,Movie tickets,PAYMENT
T0726,U115,,Expense,Rent,28689.0,UPI,Ahmedabad,,HOUSE RET TRNSFR
T11022,U033,2024-08-20,Expense,Entertainment,,Bank Transfer,Mumbai,Lunch,PURCHASE
T2430,U090,2021-01-20,Expense,Education,737.0,UPI,Kolkata,Gym membership,UDEMY COURSE PURCHASE
T3191,U055,2021-11-15,Expense,Rent,7666.0,Cash,Ahmedabad,Movie tickets,LANDLORD PAYMENT REF 93614
T1110,U071,2021-01-28,Income,Salary,75061.0,Bank Transfer,Delhi,,MONTHLY SALARY PAYMENT
T8165,U094,2023-12-28,Expense,Travel,8755.0,Bank Transfer,,,IRCTC TICKET BOOKING
T11772,U146,2022-09-05,Expense,Travel,,UPI,Delhi,EMI payment,OLA CAB RIDE
T0301,U035,2024-08-08,Income,Bonus,69558.0,Bank Transfer,Bangalore,,PERFORMANCE BONUS #84202
T7001,U033,2022-07-14,Expense,Education,3155.0,UPI,Jaipur,,UNACADEMY TUITION FEE
T0138,U145,2023-10-12,Expense,Food,6110.0,Bank Transfer,Pun,Movie tickets,MORE SUPERMARKET PURCHASE
T7712,U142,2023-06-25,Expense,Rent,47099.0,Card,Hyderabad,Books,PAYMENT
T5925,U146,2022-03-23,Expense,Travel,2118.0,Card,,Coffee,IRCTC TICKET BOOKING
T8086,U035,2024-07-10,Expense,Food,,Card,Jaipur,Internet bill,DOMINOS PIZZA ORDER
T12149,U115,2023-08-27,Expense,Utilities,543.0,Bank Transfer,,,MOBILE RECHARGE #57746
T9353,U002,2023-06-05,Expense,Rent,15842.0,Cash,,Medicine,HOUSE RENT TRNSFR
T12957,U103,2023-08-06,Expense,Rent,,Card,Ahmedabad,,HOUSE RENT TRANSFER
T9169,U096,2022-08-31,Expense,Utilities,5097.0,UPI,Bangalore,Electricity bill,ELECTRICITY BILL PAYMENT
T12907,U075,2023-02-10,Expense,Entertainment,7317.0,Cash,Mumbai,Electricity bill,TRNSFR
T5004,U098,2021-03-25,Expense,Utilities,482.0,Card,,,ADANI ELECTRICITY POWER CORP BILL
T7377,U068,2022-05-15,Expense,Travel,1192.0,,Lucknow,ATM withdrawal,TOLL PAYMENT #49357
T8185,U147,2024-12-30,Income,Salary,79015.0,,Pun,,PAYROLL DEPOSIT #67067
T8042,U146,2022-06-30,Income,Salary,61594.0,,Chennai,,SALARY CREDIT - WIPRO
T8417,U134,2023-11-05,Expense,Utilities,7464.0,UPI,Hyderabad,Doctor consultation,TRANSACTION
T13722,U144,2024-10-11,Expense,Travel,8872.0,Bank Transfer,Bangalore,Doctor consultation,PETROL PUMP - INDIGO
T3250,U073,2022-04-20,Expense,Education,9798.0,Bank Transfer,Bangalore,,UNACADEMY TUITION FEE
T7274,U036,2023-12-11,Expense,Education,8994.0,Cash,Kolkata,EMI payment,COURSERA TUITION FEE
T5721,U119,2021-10-09,Expense,Health,4410.0,Cash,Chennai,,MEDICAL LAB TEST #36680
T7298,U025,2024-11-27,Expense,Food,296.0,Card,Delhi,,ZOMATO DELIVERY #64059
T4554,U033,2024-07-25,Expense,Food,2134.0,Bank Transfer,Mumbai,,GROCERY STORE - MORE SUPERMARKET
T3606,U026,2021-11-29,Income,Bonus,62237.0,Card,,,PAYMENT
T12123,U078,2021-04-19,Expense,Entertainment,2118.0,Card,Delhi,Grocery shopping,DISNEY+ UBSCRIPTION
T8532,U125,2021-05-13,Expense,Rent,4591.0,Bank Transfer,Pune,,MONTHLY RENT PAYMENT
T6531,U065,2022-10-25,Expense,Travel,7686.0,Cash,Jaipur,Petrol,TOLL PAYMENT #31048
T8905,U054,2022-10-26,Expense,Food,2563.0,Cash,Bangalore,,ZOMATO DELIVERY #43612
T10312,U036,2021-11-12,Expense,Utilities,4586.0,Card,Mumbai,,ELECTRICITY BILL PAYMENT
T2900,U098,2023-09-10,Expense,Education,8866.0,Bank Transfer,Bangalore,Books,POS PURCHASE
T10556,U056,2023-01-25,Expense,Rent,4193.0,UPI,Ahmedabad,Doctor consultation,TRANSFER
T10463,U140,2022-10-07,Expense,Food,1863.0,Bank Transfer,Ahmedabad,Books,DOMINOS PIZZA ORDER
T11458,U064,2021-10-09,Expense,Education,5805.0,Cash,Lucknow,Uber ride,BOOKSTORE - UDEMY
T9792,U145,2024-07-11,Expense,Rent,8831.0,UPI,Mumbai,Fixed deposit,ENTAL PAYMENT - UNIT 24884
T12690,U036,2023-08-13,Income,Investment,68521.0,UPI,Hyderabad,,MUTUAL FUND SIP - UPSTOX
T1476,U093,2022-09-29,Expense,,7375.0,UPI,Ahmedabad,,
T9544,U062,2024-01-07,Expense,Travel,,Cash,,,UBER TRIP #35154
T5365,U066,2024-10-11,Expense,Travel,9431.0,Bank Transfer,Bangalore,Medicine,UBER TRIP #13631
T0073,U113,2024-06-02,Expense,Rent,9895.0,UPI,Pune,ATM withdrawal,PAYMENT
T6182,U143,2021-02-20,Expense,Rent,3586.0,UPI,Kolkata,Medicine,MONTHLY RENT PAYMENT
T8429,U133,2024-09-23,Expense,Education,8251.0,Cash,Kolkata,Electricity bill,BOOKSTORE - COURSERA
T2802,U101,2023-12-12,Expense,Savings,6319.0,Bank Transfer,Mumbai,,FIXED DEPOSIT #70838
T8661,U046,2023-10-30,Expense,Travel,8775.0,UPI,Pune,Coffee,UBER TRIP #73620
T2203,U113,2022-10-09,Expense,Education,4967.0,Cash,Pun,,PAYMENT
T5676,U146,,Expense,Utilities,6547.0,Bank Transfer,Ahmedabad,,CARD PAYMENT #67164
T6222,U125,2024-04-04,Expense,Utilities,3873.0,Card,Ahmedabad,,ELECTRICITY BILL PAYMENT
T10819,U103,2022-03-17,Expense,Utilities,2831.0,UPI,Kolkata,,TRANSFER
T12730,U092,2024-05-10,Expense,Others,4685.0,UPI,Delhi,,MISCELLANEOUS EXPENSE
T0930,U059,2022-04-16,Expense,Food,900.0,Bank Transfer,Delhi,,RELIANCE FRESH CAFE PAYMENT
T12573,U077,,Expense,Food,5330.0,Card,Bangalore,Internet bill,ONLINE PAYMENT #36475
T1051,U036,2022-12-14,Expense,Food,4181.0,Cash,Bangalore,,NATURE'S BASKET CAFE PAYMENT
T1919,U010,2024-06-20,Expense,Rent,4380.0,UPI,Kolkata,Fixed deposit,HOUSE RENT TRANSFER
T4587,U021,2021-01-13,Expense,Food,2909.0,Card,Pune,,STARBUCKS #27882
T6261,U135,2021-04-02,Expense,Education,3432.0,Card,Chennai,Monthly rent payment,PAYMENT
T11612,U065,2022-07-01,Expense,Utilities,9778.0,Cash,Pune,Movie tickets,WATER BILL PAYMENT
