transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,description
T9744,U119,2024-01-20,Expense,Food,2666.0,UPI,Mumbai,,RELIANCE FRESH PURCHASE
T3848,U143,2023-02-06,Expense,Utilities,5651.0,UPI,Kolkata,Lunch,WATER BILL PAYMENT
T10211,U055,2021-12-07,Income,Salary,21856.0,Card,Kolkata,,PAYROLL DEPOSIT #77425
T10148,U066,2023-11-16,Income,Bonus,65768.0,Card,Bangalore,Books,ANNUAL BONUS CREDIT
T2733,U138,2022-05-02,Expense,Travel,4502.0,Bank Transfer,Delhi,Uber ride,IRCTC TICKET BOOKING
T5913,U129,2022-04-09,Expense,Rent,8521.0,Bank Transfer,Bangalore,,MONTHLY RENT PAYMENT
T5646,U126,2023-10-25,Expense,Travel,4831.0,Bank Transfer,Ahmedabad,Monthly rent payment,TOLL PAYMENT #63948
T12332,U054,2021-04-04,Expense,Rent,14036.0,,Lucknow,,HOUSE RENT TRANSFER
T9702,U022,2024-02-14,Income,Bonus,75836.0,Bank Transfer,Mumbai,,ACCENTURE BONUS PAYOUT
T7236,U046,2023-09-18,Expense,Education,2993.0,Cash,Delhi,Fixed deposit,SCHOOL FEE PAYMENT
T2906,U063,2024-03-21,Expense,Food,3136.0,UPI,Pun,,SWIGGY ORDER #26631
T2300,U072,,Expense,Education,4150.0,UPI,Hyderabad,,UDEMY COURSE PURCHASE
T2786,U060,2024-09-15,Expense,Food,8292.0,Card,Mumbai,,GROCERY STORE - BIG BAZAAR
T5184,U138,2021-05-03,Expense,Health,168.0,Cash,Pun,Movie tickets,GYM MEMBERSHIP - MAX HOSPITAL
T9778,U031,2021-01-20,Expense,Food,201.0,Card,Ahmedabad,Grocery shopping,DOMINOS PIZZA ORDER
T10335,U145,2024-02-27,Expense,Entertainment,257.0,UPI,Pune,,NETFLIX SUBSCRIPTION
T0352,U047,,Expense,Travel,5411.0,Cash,Lucknow,Internet bill,METRO CARD RECHARGE
T7358,U118,2022-08-22,Expense,Food,3940.0,Card,Jaipur,Train ticket,NATURE'S BASKET SUPERMARKET
T5798,U013,2021-05-03,Expense,Rent,4115.0,,Hyderabad,,LANDLORD PAYMENT REF 74154
T13489,U016,2022-02-02,Expense,Health,6837.0,UPI,Chennai,,GYM MEMBERSHIP - MAX HOSPITAL
T7113,U049,2022-02-28,Expense,Rent,6367.0,UPI,Pun,ATM withdrawal,LANDLORD PAYMENT REF 85684
T7855,U124,2021-05-12,Expense,Food,3816.0,Card,Delhi,Uber ride,SWIGGY ORDER #92890
T7636,U136,2022-10-02,Expense,Entertainment,1481.0,Bank Transfer,Pune,Monthly rent payment,BOOKMYSHOW ORDER #45221
T3196,U083,2023-01-15,Expense,Rent,35570.0,Cash,Pune,Fixed deposit,RENT - APT 92288
T5772,U150,2021-09-29,Expense,Rent,13459.0,Bank Transfer,Pune,Coffee,RENTAL PAYMENT - UNIT 64293
T10753,U090,2021-10-19,Expense,Food,937.0,Cash,Lucknow,Monthly rent payment,GROCERY STORE - NATURE'S BASKET
T13564,U146,2021-09-09,Expense,Rent,652.0,Card,Ahmedabad,Lunch,RENTAL PAYMENT - UNIT 69243
T11095,U097,2022-08-31,Expense,Food,2290.0,Bank Transfer,Jaipur,Fixed deposit,BIG BAZAAR SUPERMARKET
T1320,U122,2021-08-26,Expense,Entertainment,7976.0,Cash,Delhi,Shopping,SPOTIFY PREMIUM
T1239,U128,2022-03-03,Expense,Education,2724.0,Bank Transfer,Pune,Books,BYJU'S ONLINE COURSE
T8416,U130,2024-06-13,Income,Freelance,14969.0,Bank Transfer,Lucknow,Fixed deposit,FREELANCE PAYMENT - UPWORK
T7893,U099,2023-06-27,Expense,Rent,16138.0,Cash,Delhi,,MONTHLY RENT PAYMENT
T3635,U016,2023-09-06,Expense,Travel,6951.0,Cash,Pun,,MAKEMYTRIP HOTEL BOOKING
T13394,U122,2023-05-06,Expense,Food,3522.0,UPI,Pune,,SWIGGY ORDER #58374
T13480,U067,2021-05-04,Expense,Rent,9287.0,Cash,Mumbai,Grocery shopping,MONTHLY RENT PAYMENT
T13563,U145,2021-03-10,Expense,Rent,3517.0,Cash,,Gym membership,LANDLORD PAYMENT REF 73968
T3517,U144,2023-06-28,Income,Others,18227.0,Card,Pune,,LOCAL STORE GENERAL STORE
T5255,U097,2022-01-13,Expense,Entertainment,6922.0,Card,Mumbai,,DISNEY+ SUBSCRIPTION
T12155,U010,2022-04-22,Income,Bonus,48000.0,Cash,Jaipur,EMI payment,TCS BONUS PAYOUT
T8518,U126,2023-06-29,Expense,Entertainment,7890.0,Cash,Hyderabad,Restaurant dinner,AMAZON PRIME VIDEO
T13794,U055,2022-06-11,Expense,Education,7055.0,Cash,Chennai,,BYJU'S TUITION FEE
T12632,U084,2023-03-22,Income,Investment,49660.0,Bank Transfer,Bangalore,,MUTUAL FUND SIP - ZERODHA
T8117,U101,2021-05-05,Expense,Rent,7157.0,UPI,Jaipur,Monthly rent payment,HOUSE RENT TRANSFER
T3795,U149,,Expense,Food,,Card,Jaipur,Online course,MORE SUPERMARKET RESTAURANT
T1095,U105,2024-06-28,Income,Freelance,32722.0,Cash,Jaipur,Gym membership,UPWORK PAYOUT #18300
T9598,U050,2022-05-18,Expense,Rent,38642.0,Card,,Fixed deposit,LANDLORD PAYMENT REF 80048
T7450,U048,2023-06-19,Expense,Rent,-1000.0,Bank Transfer,Pune,,RENTAL PAYMENT - UNIT 62129
T12030,U047,2022-11-27,Expense,Rent,9384.0,Bank Transfer,Ahmedabad,Internet bill,MONTHLY RENT PAYMENT
T13180,U074,2022-10-07,Expense,Rent,4980.0,UPI,,Restaurant dinner,HOUSE RENT TRANSFER
T2376,U130,2022-04-27,Expense,Utilities,234.0,Card,Delhi,,INTERNET BILL - ADANI ELECTRICITY FIBER
T3858,U124,2021-06-30,Expense,Education,7612.0,Card,Jaipur,Restaurant dinner,BYJU'S ONLINE COURSE
T6773,U027,2023-01-14,Income,Others,17938.0,Card,Delhi,,ATM WITHDRAWAL
T7976,U028,2021-05-25,Income,Freelance,25157.0,Cash,Hyderabad,ATM withdrawal,CLIENT PAYMENT RECEIVED
T2595,U135,2022-03-16,Expense,Savings,6031.0,Card,Mumbai,Books,FIXED DEPOSIT #47171
T5225,U010,2024-07-18,Income,Others,20023.0,UPI,Jaipur,Uber ride,LOCAL STORE GENERAL STORE
T4672,U075,2024-07-28,Expense,Food,715.0,Cash,Chennai,Medicine,SWIGGY ORDER #81737
T7966,U100,2021-10-31,Expense,Health,1112.0,Cash,,,HEALTH INSURANCE PREMIUM
T2838,U117,2023-08-16,Expense,Rent,1680.0,Card,Mumbai,Train ticket,MONTHLY RENT PAYMENT
T6666,U004,2024-09-05,Expense,Travel,7543.0,Bank Transfer,Jaipur,,METRO CARD RECHARGE
T13386,U060,2024-06-03,Expense,Rent,25844.0,Cash,Pune,Petrol,RENTAL PAYMENT - UNIT 73614
T10796,U064,2023-06-28,Expense,Food,4097.0,UPI,Mumbai,Internet bill,GROCERY STORE - SPENCER'S
T1170,U076,2022-10-14,Expense,Entertainment,3742.0,Cash,Hyd,Lunch,BOOKMYSHOW ORDER #99463
T3218,U002,2024-01-31,Expense,Education,2325.0,UPI,Mumbai,,SCHOOL FEE PAYMENT
T13477,U016,2023-11-21,Expense,Food,4050.0,Cash,Kolkata,,RELIANCE FRESH RESTAURANT
T2051,U020,2024-11-05,Income,Others,14617.0,Bank Transfer,Pune,,MISCELLANEOUS EXPENSE
T2246,U061,2021-04-01,Expense,Food,3765.0,Bank Transfer,Chennai,Fixed deposit,DOMINOS PIZZA ORDER
T5971,U030,2023-01-03,Expense,Rent,6246.0,Card,Kolkata,Petrol,RENTAL PAYMENT - UNIT 70238
T10930,U004,2023-11-02,Expense,Food,8926.0,Bank Transfer,Bangalore,,MORE SUPERMARKET SUPERMARKET
T8240,U047,2022-01-02,Income,Salary,36887.0,Cash,Delhi,Doctor consultation,SALARY CREDIT - INFOSYS
T0302,U148,2022-04-30,Expense,Rent,7481.0,Bank Transfer,Jaipur,Lunch,MONTHLY RENT PAYMENT
T5923,U077,2022-05-30,Expense,Food,3745.0,Cash,Pune,EMI payment,SPENCER'S PURCHASE
T10278,U122,2024-09-17,Expense,Utilities,9442.0,Cash,Ahmedabad,,GAS BILL PAYMENT REF 69836
T4968,U103,2021-09-19,Income,Bonus,41698.0,Cash,Jaipur,Online course,TCS BONUS PAYOUT
T11862,U099,2022-09-05,Expense,Food,6945.0,Cash,Hyderabad,Gym membership,STARBUCKS #66072
T12244,U018,2022-11-15,Expense,Rent,4758.0,UPI,Pun,Coffee,MONTHLY RENT PAYMENT
T1339,U051,,Expense,Health,1145.0,Bank Transfer,Mumbai,,FORTIS HOSPITAL HOSPITAL BILL
T13643,U116,2024-08-09,Expense,Food,,UPI,Lucknow,Coffee,RELIANCE FRESH CAFE PAYMENT
T5028,U049,2022-09-25,Expense,Travel,9829.0,Cash,Pune,Grocery shopping,UBER TRIP #49566
T6002,U078,2023-07-24,Expense,Travel,4834.0,Cash,Ahmedabad,,BHARAT PETROLEUM AIRLINES BOOKING
T11216,U030,2021-03-31,Expense,Rent,2334.0,Cash,Hyderabad,Monthly rent payment,HOUSE RENT TRANSFER
T2089,U131,2021-07-19,Expense,Education,4962.0,Bank Transfer,Lucknow,Uber ride,SCHOOL FEE PAYMENT
T0108,U141,2024-06-01,Expense,Travel,1441.0,Cash,Jaipur,Medicine,MAKEMYTRIP HOTEL BOOKING
T7126,U111,2024-11-06,Expense,Rent,1612.0,,Kolkata,,RENTAL PAYMENT - UNIT 57242
T1057,U017,2021-09-08,Expense,Utilities,3809.0,Cash,Delhi,,MOBILE RECHARGE #42819
T11891,U058,2024-09-23,Expense,Utilities,3649.0,UPI,,,ELECTRICITY BILL PAYMENT
T4129,U125,2024-11-27,Expense,Rent,1113.0,Bank Transfer,Lucknow,Petrol,HOUSE RENT TRANSFER
T0135,U030,2023-07-27,Expense,Education,9769.0,UPI,Bangalore,,SCHOOL FEE PAYMENT
T8374,U019,2022-05-20,Expense,Travel,5754.0,UPI,Bangalore,Books,UBER TRIP #95054
T0699,U045,2024-06-25,Expense,Entertainment,2634.0,Card,Ahmedabad,Monthly rent payment,SPOTIFY PREMIUM
T3536,U012,2024-09-06,Expense,Food,5911.0,Cash,Mumbai,,SPENCER'S RESTAURANT
T8017,U091,2024-08-10,Expense,Education,2807.0,Bank Transfer,Ahmedabad,,COURSERA SUBSCRIPTION
T5820,U045,2024-05-26,Expense,Entertainment,4911.0,Card,Hyderabad,,DISNEY+ SUBSCRIPTION
T6934,U058,2022-06-28,Expense,Utilities,4975.0,UPI,Mumbai,Books,INTERNET BILL - ADANI ELECTRICITY FIBER
T9314,U071,,Expense,Savings,3767.0,UPI,Kolkata,,FIXED DEPOSIT #40689
T2618,U055,2022-11-03,Expense,Rent,8690.0,Cash,,Uber ride,LANDLORD PAYMENT REF 66260
T11926,U011,2024-03-31,Expense,Entertainment,8255.0,,Chennai,Coffee,BOOKMYSHOW ORDER #95915
T9640,U072,2022-06-21,Expense,Food,,Bank Transfer,Delhi,Restaurant dinner,DOMINOS PIZZA ORDER
T4221,U017,2023-01-27,Income,Salary,29115.0,UPI,Kolkata,Petrol,PAYROLL DEPOSIT #22475
T3271,U099,2024-11-25,Income,Freelance,63736.0,Bank Transfer,Pune,Lunch,CLIENT PAYMENT RECEIVED
T12654,U149,2023-09-16,Expense,Utilities,3203.0,Cash,Delhi,,MOBILE RECHARGE #37973
T6523,U010,2023-05-12,Income,Bonus,365282.0,Bank Transfer,Ahmedabad,EMI payment,INFOSYS BONUS PAYOUT
T1049,U033,2022-12-06,Expense,Food,3020.0,Cash,Kolkata,,NATURE'S BASKET SUPERMARKET
T3452,U074,2022-01-15,Expense,Rent,2944.0,,Hyd,,HOUSE RENT TRANSFER
T5236,U039,2024-09-06,Expense,Education,128.0,Bank Transfer,Jaipur,Grocery shopping,SCHOOL FEE PAYMENT
T4742,U054,2023-08-31,Expense,Misc,8830.0,UPI,Kolkata,,MISC TRANSACTION #39647
T3742,U030,,Expense,Utilities,7520.0,Bank Transfer,Lucknow,Restaurant dinner,WATER BILL PAYMENT
T11878,U083,2024-08-07,Expense,Rent,37972.0,Card,Lucknow,Doctor consultation,HOUSE RENT TRANSFER
T13595,U095,2021-01-04,Expense,Utilities,1837.0,Card,Lucknow,,INTERNET BILL - BSES FIBER
T0829,U043,2024-09-14,Expense,Food,8956.0,Card,Kolkata,Movie tickets,ZOMATO DELIVERY #11217
T0588,U039,2024-08-22,Expense,Food,4755.0,Cash,Lucknow,,STARBUCKS #11056
T10358,U098,2024-02-07,Expense,Rent,6826.0,Bank Transfer,,,RENTAL PAYMENT - UNIT 55032
T13794,U016,2023-12-26,Expense,Education,523.0,,Pune,,BYJU'S ONLINE COURSE
T5543,U013,2021-11-30,Income,Freelance,79300.0,Bank Transfer,Lucknow,,CLIENT PAYMENT RECEIVED
T0014,U139,2022-10-05,Expense,Utilities,,Card,Lucknow,Internet bill,GAS BILL PAYMENT REF 27324
T9999,U013,2023-03-20,Expense,Travel,8520.0,Card,,,MAKEMYTRIP HOTEL BOOKING
T9785,U057,2022-06-21,Expense,Travel,8025.0,Cash,Lucknow,,OLA CAB RIDE
T13340,U024,2023-10-20,Expense,Entertainment,,Cash,Bangalore,,SPOTIFY PREMIUM
T3949,U062,2023-02-22,Expense,Travel,3148.0,UPI,Jaipur,ATM withdrawal,METRO CARD RECHARGE
T7668,U079,2022-08-05,Expense,Entertainment,3054.0,Cash,Jaipur,Shopping,SPOTIFY PREMIUM
T10319,U082,2021-09-01,Expense,Education,4117.0,Card,Mumbai,Electricity bill,SCHOOL FEE PAYMENT
T13445,U060,2024-08-18,Expense,Utilities,,Cash,Kolkata,Train ticket,ELECTRICITY BILL PAYMENT
T8853,U124,2022-12-17,Expense,Entertainment,7277.0,Bank Transfer,Mumbai,Lunch,NETFLIX SUBSCRIPTION
T9202,U041,2021-03-17,Expense,Travel,3328.0,UPI,Jaipur,,OLA CAB RIDE
T2174,U021,2023-12-15,Expense,Travel,8920.0,Cash,Bangalore,,UBER TRIP #49223
T0818,U046,2022-03-05,Expense,Food,2303.0,UPI,Pun,Shopping,RELIANCE FRESH CAFE PAYMENT
T11725,U139,2022-06-05,Expense,Food,3780.0,Card,Kolkata,Doctor consultation,MORE SUPERMARKET SUPERMARKET
T1331,U100,2021-10-28,Expense,Utilities,4708.0,Bank Transfer,Jaipur,Doctor consultation,INTERNET BILL - BSES FIBER
T9549,U050,2023-02-16,Expense,Utilities,9318.0,Card,Kolkata,,WATER BILL PAYMENT
T6354,U148,2024-03-14,Expense,Education,3707.0,Bank Transfer,Ahmedabad,Uber ride,UDEMY COURSE PURCHASE
T7801,U071,2022-02-21,Expense,Education,9174.0,Bank Transfer,Jaipur,Gym membership,COURSERA TUITION FEE
T0219,U061,2024-06-22,Expense,Food,5108.0,UPI,Hyderabad,Internet bill,BIG BAZAAR SUPERMARKET
T13944,U041,2021-11-11,Expense,Education,3615.0,Bank Transfer,Kolkata,Lunch,COURSERA SUBSCRIPTION
T8633,U034,,Expense,Rent,,UPI,Lucknow,,RENTAL PAYMENT - UNIT 83831
T1014,U094,2021-01-22,Expense,Education,5264.0,UPI,,Gym membership,UDEMY ONLINE COURSE
T1648,U123,2021-09-14,Expense,Health,5968.0,Bank Transfer,Chennai,Fixed deposit,APOLLO PHARMACY HOSPITAL BILL
T10292,U005,2022-12-05,Income,Investment,44839.0,Bank Transfer,Jaipur,,ZERODHA INVESTMENT
T4416,U117,,Expense,Savings,,Card,Jaipur,Petrol,SAVINGS ACCOUNT TRANSFER
T11536,U111,2022-07-16,Expense,Savings,7364.0,Card,Lucknow,EMI payment,SAVINGS ACCOUNT TRANSFER
T3903,U069,2024-12-09,Expense,Food,5414.0,Cash,Mumbai,,BIG BAZAAR PURCHASE
T10447,U067,2022-11-22,Expense,Rent,5930.0,Cash,Ahmedabad,Restaurant dinner,RENTAL PAYMENT - UNIT 37925
T8328,U020,2024-10-05,Expense,Utilities,4435.0,Bank Transfer,Jaipur,Monthly rent payment,GAS BILL PAYMENT REF 92323
T6366,U087,2021-05-23,Expense,Rent,7979.0,Bank Transfer,Kolkata,Shopping,MONTHLY RENT PAYMENT
T7025,U126,2023-07-23,Income,Investment,79771.0,Cash,,,ZERODHA INVESTMENT
T3966,U143,2023-12-09,Expense,,6278.0,UPI,,,
T11962,U136,2022-06-16,Expense,Savings,6042.0,Card,Pun,ATM withdrawal,FIXED DEPOSIT #90750
T7751,U048,2022-03-30,Expense,Savings,8824.0,Cash,Jaipur,Books,RECURRING DEPOSIT TRANSFER
T8515,U110,,Expense,Health,6862.0,Card,Bangalore,Fixed deposit,MEDPLUS HOSPITAL BILL
T8426,U070,2023-02-17,Expense,Education,6111.0,Bank Transfer,,,UDEMY COURSE PURCHASE
T1483,U023,2022-11-19,Expense,Rent,4489.0,Cash,Mumbai,Movie tickets,HOUSE RENT TRANSFER
T0633,U069,2021-07-07,Expense,Entertainment,1097.0,Bank Transfer,Mumbai,,BOOKMYSHOW ORDER #23168
T4827,U140,2023-04-30,Expense,Rent,32922.0,,,,LANDLORD PAYMENT REF 28351
T0267,U011,2024-03-02,Expense,Health,6536.0,Cash,Pune,Shopping,HEALTH INSURANCE PREMIUM
T6514,U033,2023-09-27,Expense,Rent,6946.0,Card,Lucknow,,HOUSE RENT TRANSFER
T8728,U002,2023-04-25,Expense,Entertainment,1733.0,Bank Transfer,Bangalore,Restaurant dinner,SPOTIFY PREMIUM
T8184,U106,2024-10-10,Expense,Food,9374.0,UPI,,Electricity bill,GROCERY STORE - BIG BAZAAR
T11152,U125,2024-07-23,Expense,Food,5006.0,Card,Lucknow,Petrol,NATURE'S BASKET PURCHASE
T7278,U111,2022-01-26,Expense,Food,2250.0,Cash,Mumbai,,NATURE'S BASKET CAFE PAYMENT
T0695,U116,2024-11-28,Expense,Food,2463.0,Cash,,Restaurant dinner,SWIGGY ORDER #28327
T4495,U057,2021-11-10,Expense,Food,5594.0,Cash,Hyd,,MORE SUPERMARKET CAFE PAYMENT
T8668,U121,2021-05-04,Expense,Food,4697.0,Bank Transfer,,Medicine,MORE SUPERMARKET CAFE PAYMENT
T11880,U144,2022-08-09,Expense,Travel,485.0,Cash,,Coffee,MAKEMYTRIP HOTEL BOOKING
T2842,U048,2021-04-06,Expense,Food,6661.0,UPI,Bangalore,Fixed deposit,GROCERY STORE - NATURE'S BASKET
T5712,U132,2024-05-19,Income,Investment,23760.0,Bank Transfer,Jaipur,Fixed deposit,MUTUAL FUND SIP - GROWW
T3714,U135,2023-10-29,Income,Salary,63400.0,Bank Transfer,Jaipur,Internet bill,SALARY CREDIT - WIPRO
T13112,U119,2021-02-14,Expense,Utilities,1245.0,Card,Chennai,Grocery shopping,MOBILE RECHARGE #88774
T2834,U012,2024-07-13,Expense,Food,1022.0,Cash,Chennai,Fixed deposit,SPENCER'S CAFE PAYMENT
T8822,U042,2021-06-19,Expense,Rent,4893.0,Bank Transfer,,Movie tickets,MONTHLY RENT PAYMENT
T4246,U119,2021-02-14,Income,Freelance,10833.0,UPI,Jaipur,EMI payment,FREELANCE PAYMENT - UPWORK
T11773,U003,2023-03-25,Expense,Health,5749.0,UPI,Lucknow,Lunch,GYM MEMBERSHIP - APOLLO PHARMACY
T10518,U087,2021-10-01,Expense,Utilities,2990.0,Card,Pune,,ELECTRICITY BILL PAYMENT
T5104,U028,2022-11-12,Expense,Utilities,2442.0,UPI,Delhi,Fixed deposit,ELECTRICITY BILL PAYMENT
T7391,U082,2023-06-09,Expense,Rent,20047.0,Cash,Pune,,LANDLORD PAYMENT REF 36928
T2481,U006,2024-04-03,Expense,Utilities,2965.0,UPI,Ahmedabad,Petrol,INTERNET BILL - ADANI ELECTRICITY FIBER
T2213,U067,2021-09-21,Expense,Travel,924.0,Cash,Hyd,,METRO CARD RECHARGE
T4915,U049,2021-01-28,Income,Freelance,59537.0,Bank Transfer,,,UPWORK PAYOUT #76784
T0674,U138,2024-05-20,Expense,Utilities,8947.0,Bank Transfer,Lucknow,Medicine,WATER BILL PAYMENT
T3280,U082,2022-01-31,Income,Bonus,51115.0,Cash,Mumbai,Monthly rent payment,INFOSYS BONUS PAYOUT
T4113,U038,2022-09-03,Expense,Food,4224.0,Card,Lucknow,Online course,DOMINOS PIZZA ORDER
T6140,U094,2024-02-14,Expense,Education,9390.0,Bank Transfer,Jaipur,,UDEMY COURSE PURCHASE
T8322,U002,,Income,Bonus,52057.0,UPI,Kolkata,Fixed deposit,ACCENTURE BONUS PAYOUT
T13890,U090,2023-09-16,Expense,Education,801.0,Cash,Mumbai,,UNACADEMY ONLINE COURSE
T2359,U115,2024-12-22,Expense,Others,3554.0,Card,,Petrol,ATM WITHDRAWAL
T12649,U086,2021-03-19,Expense,Travel,7457.0,Card,Delhi,Books,METRO CARD RECHARGE
T13177,U007,,Expense,Food,7688.0,UPI,Delhi,Gym membership,RELIANCE FRESH SUPERMARKET
T5581,U047,2024-08-05,Expense,Rent,5330.0,Bank Transfer,Pune,,RENTAL PAYMENT - UNIT 41599
T8917,U103,2021-12-05,Expense,Health,9357.0,Card,Lucknow,EMI payment,FORTIS HOSPITAL HOSPITAL BILL
T9166,U051,2021-02-19,Income,Freelance,47673.0,Card,Mumbai,Medicine,UPWORK PAYOUT #93634
T4327,U033,2021-07-21,Expense,Entertainment,6763.0,Cash,Ahmedabad,Uber ride,DISNEY+ SUBSCRIPTION
T2218,U081,2024-09-21,Expense,Entertainment,2959.0,Bank Transfer,Pune,,INOX CINEMA TICKETS
T3245,U052,2021-05-07,Expense,Health,3194.0,Bank Transfer,Ahmedabad,,GYM MEMBERSHIP - MAX HOSPITAL
T6434,U044,2022-10-25,Expense,Rent,3671.0,Card,,,MONTHLY RENT PAYMENT
T9358,U048,2024-08-04,Expense,Food,9974.0,UPI,Jaipur,Online course,SWIGGY ORDER #57329
T7336,U086,2023-07-27,Expense,Health,7298.0,Cash,Lucknow,,FORTIS HOSPITAL PHARMACY
T5016,U010,2024-04-17,Expense,Food,103.0,Card,Jaipur,,DOMINOS PIZZA ORDER
T10565,U068,2023-05-21,Income,Investment,44561.0,Cash,,Restaurant dinner,MUTUAL FUND SIP - UPSTOX
T5863,U108,2021-12-18,Expense,Food,1411.0,Bank Transfer,,,NATURE'S BASKET RESTAURANT
T11751,U045,2021-04-14,Expense,Food,3661.0,UPI,Hyderabad,,ZOMATO DELIVERY #65163
T6167,U066,2023-09-08,Expense,Utilities,6911.0,Bank Transfer,Chennai,Petrol,ELECTRICITY BILL PAYMENT
T10267,U128,2021-10-19,Expense,Rent,6484.0,UPI,Jaipur,Fixed deposit,MONTHLY RENT PAYMENT
T7398,U111,2024-05-23,Expense,Entertainment,1516.0,Bank Transfer,Ahmedabad,Grocery shopping,CINEPOLIS CINEMA TICKETS
T9745,U075,2024-01-01,Expense,Travel,6332.0,Cash,Bangalore,Internet bill,OLA CAB RIDE
T3580,U023,2024-09-16,Expense,Food,2207.0,Bank Transfer,Bangalore,,SPENCER'S CAFE PAYMENT
T1803,U012,2023-10-23,Expense,Food,846.0,Bank Transfer,Ahmedabad,Medicine,STARBUCKS #19567
T2068,U145,2024-05-03,Expense,Entertainment,6812.0,UPI,Delhi,,AMAZON PRIME VIDEO
T3627,U077,2022-10-23,Expense,Food,4750.0,Cash,Hyderabad,Train ticket,NATURE'S BASKET SUPERMARKET
T7192,U147,2022-06-01,Expense,Utilities,,Bank Transfer,Lucknow,,AIRTEL BROADBAND POWER CORP BILL
T2946,U130,2023-05-25,Expense,Food,4677.0,Bank Transfer,Lucknow,Grocery shopping,STARBUCKS #11807
T8882,U091,2023-01-26,Income,Investment,40368.0,Card,,Internet bill,STOCK PURCHASE #44365
T8475,U115,2024-11-02,Expense,Others,9909.0,Card,Kolkata,Books,MISCELLANEOUS EXPENSE
T4085,U125,2021-08-24,Expense,,3379.0,Card,Hyderabad,Doctor consultation,
T0836,U084,2021-07-15,Expense,Travel,8692.0,Cash,Hyderabad,,PETROL PUMP - SHELL
T12695,U040,,Expense,,7452.0,Card,,ATM withdrawal,
T11650,U071,2021-08-20,Expense,Food,2667.0,Card,,,RELIANCE FRESH SUPERMARKET
T4003,U132,2022-07-30,Expense,Food,247.0,UPI,Hyderabad,Lunch,SWIGGY ORDER #62163
T4154,U147,2022-05-19,Expense,Savings,0.0,UPI,Lucknow,Grocery shopping,SAVINGS ACCOUNT TRANSFER
T1554,U070,2024-03-12,Expense,Education,3351.0,Cash,Hyderabad,,CROSSWORD BOOKSTORE ONLINE COURSE
T13905,U047,2022-07-18,Expense,Education,161.0,Card,Chennai,,UNACADEMY TUITION FEE
T4814,U074,2024-06-18,Expense,Travel,7718.0,UPI,Lucknow,,PETROL PUMP - SHELL
T11759,U004,2024-12-26,Expense,Health,9384.0,UPI,Jaipur,Grocery shopping,MAX HOSPITAL PHARMACY
T10443,U025,2021-04-03,Expense,Education,1994.0,Card,Kolkata,Internet bill,UDEMY COURSE PURCHASE
T13797,U079,2021-10-30,Income,Freelance,26214.0,Bank Transfer,Chennai,Shopping,UPWORK PAYOUT #62727
T4927,U149,2024-09-25,Expense,Savings,7003.0,Cash,Delhi,,FIXED DEPOSIT #20803
T1874,U109,2021-10-15,Expense,Entertainment,5518.0,Bank Transfer,Kolkata,,NETFLIX SUBSCRIPTION
T9105,U027,2024-04-13,Expense,Savings,319.0,,,Lunch,FIXED DEPOSIT #80328
T6032,U080,2021-09-28,Expense,Rent,3723.0,Card,Delhi,,LANDLORD PAYMENT REF 80471
T5220,U131,2021-10-18,Expense,Rent,8777.0,Bank Transfer,Chennai,Lunch,HOUSE RENT TRANSFER
T12087,U048,2024-04-10,Expense,Food,1793.0,Cash,Delhi,Coffee,DOMINOS PIZZA ORDER
T4935,U021,2023-07-29,Expense,Food,,Card,Kolkata,Shopping,SWIGGY ORDER #46368
T1933,U130,2022-09-11,Expense,Others,927.0,UPI,Mumbai,Fixed deposit,LOCAL STORE GENERAL STORE
T0192,U150,2022-05-13,Expense,Food,2639.0,Cash,Mumbai,Electricity bill,ZOMATO DELIVERY #50620
T6656,U007,2021-03-25,Expense,Savings,-500.0,Bank Transfer,Hyderabad,ATM withdrawal,SAVINGS ACCOUNT TRANSFER
T11924,U034,2023-06-10,Expense,Travel,4941.0,UPI,Mumbai,,MAKEMYTRIP HOTEL BOOKING
T13806,U132,2023-03-15,Expense,Rent,3257.0,Bank Transfer,Lucknow,,RENTAL PAYMENT - UNIT 36633
T0809,U113,2024-08-14,Expense,Entertainment,3659.0,Cash,Bangalore,Books,BOOKMYSHOW ORDER #30365
T6852,U118,2023-11-12,Income,Salary,12315.0,Bank Transfer,Lucknow,,SALARY CREDIT - TCS
T7894,U126,2024-09-18,Expense,Travel,5673.0,Card,Ahmedabad,,PETROL PUMP - AIR INDIA
T9687,U146,2022-01-08,Expense,Rent,3249.0,,Hyderabad,Grocery shopping,RENTAL PAYMENT - UNIT 61213
T1250,U047,2024-01-03,Expense,Entertainment,1183.0,Cash,Kolkata,Medicine,DISNEY+ SUBSCRIPTION
T8898,U103,2023-08-08,Expense,,9334.0,Bank Transfer,Bangalore,Lunch,
T12491,U036,2021-04-25,Expense,Utilities,9735.0,Bank Transfer,Bangalore,Medicine,INTERNET BILL - JIO FIBER FIBER
T9977,U134,2024-02-12,Expense,Utilities,2182.0,Bank Transfer,Jaipur,Gym membership,ELECTRICITY BILL PAYMENT
T11189,U028,2022-10-07,Expense,Savings,4615.0,UPI,Kolkata,EMI payment,RECURRING DEPOSIT TRANSFER
T12965,U124,2024-05-25,Expense,Food,1969.0,Cash,Jaipur,,SPENCER'S CAFE PAYMENT
