transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T11047,U076,2024-07-30,Expense,Entertainment,1503.0,UPI,Mumbai,Internet bill
T9129,U084,2022-03-06,Expense,Rent,9706.0,,Lucknow,Coffee
T13371,U100,2024-03-13,Expense,Food,1145.0,Card,Hyderabad,Electricity bill
T5787,U113,2024-04-10,Income,Salary,70904.0,Cash,Hyderabad,Coffee
T13200,U074,2024-12-08,Expense,Utilities,4999.0,Bank Transfer,Lucknow,Restaurant dinner
T13014,U149,2021-07-15,Expense,Food,8070.0,Card,Mumbai,
T11753,U101,2022-03-21,Expense,Travel,2027.0,Card,Pune,Petrol
T7986,U023,2021-11-19,Expense,Entertainment,9073.0,UPI,Pune,Fixed deposit
T2903,U083,2023-01-14,Expense,Health,2280.0,Bank Transfer,,Petrol
T4794,U125,2022-06-11,Expense,Food,6428.0,Bank Transfer,Kolkata,Coffee
T3593,U038,2021-03-12,Expense,Food,3053.0,Card,Bangalore,
T4690,U150,2021-12-01,Expense,Travel,3009.0,Cash,Kolkata,ATM withdrawal
T11484,U112,2021-12-13,Expense,Travel,8766.0,UPI,Kolkata,Uber ride
T7457,U066,2021-12-15,Expense,Entertainment,4021.0,Cash,Jaipur,Train ticket
T13960,U148,2021-07-18,Expense,Others,6889.0,UPI,Chennai,
T2148,U009,2023-09-04,Expense,Rent,,Bank Transfer,Kolkata,Lunch
T7007,U127,2023-05-30,Expense,Education,2381.0,Card,,Books
T4599,U079,2023-01-10,Expense,Food,4542.0,UPI,Pune,Doctor consultation
T10831,U062,2024-09-30,Expense,Education,9525.0,Bank Transfer,Pune,
T10681,U049,2022-01-12,Expense,Utilities,9964.0,,,
T5878,U127,2023-06-03,Expense,Rent,35345.0,Cash,,Train ticket
T4351,U145,2021-11-04,Expense,Education,9312.0,,Jaipur,
T0561,U036,2022-02-13,Expense,Travel,9384.0,Bank Transfer,Ahmedabad,
T8165,U094,2023-12-28,Expense,Travel,8755.0,Bank Transfer,,
T4108,U015,2024-05-21,Expense,,6219.0,Cash,Mumbai,Monthly rent payment
T0624,U134,2024-07-16,Expense,Travel,8913.0,UPI,Jaipur,Lunch
T12538,U059,2023-10-21,Expense,Food,3975.0,Cash,Lucknow,
T6041,U007,2023-07-18,Expense,Utilities,9757.0,Bank Transfer,Jaipur,
T7841,U109,2023-01-17,Expense,Education,549.0,Card,Bangalore,Movie tickets
T13938,U083,2023-10-08,Expense,Health,8719.0,Card,Delhi,EMI payment
T2763,U029,2023-04-19,Expense,Rent,4572.0,UPI,Pun,Gym membership
T3886,U148,2021-06-13,Expense,Utilities,716.0,UPI,Ahmedabad,Shopping
T1723,U132,2021-01-21,Income,Bonus,61112.0,Cash,Jaipur,
T3123,U018,2021-02-09,Expense,Education,9132.0,UPI,Mumbai,Electricity bill
T1238,U132,2023-04-24,Expense,Food,3517.0,Cash,Bangalore,
T0511,U122,2021-08-14,Expense,Education,2461.0,Bank Transfer,Chennai,Electricity bill
T10005,U088,2021-07-26,Expense,Food,3758.0,Card,Pune,Online course
T1577,U019,2023-02-13,Expense,,8172.0,UPI,Pune,Grocery shopping
T11005,U042,2022-12-29,Expense,Food,3680.0,Cash,Chennai,Internet bill
T5709,U107,2023-07-21,Expense,Travel,9309.0,UPI,Delhi,Online course
T0174,U068,2024-01-20,Expense,Food,2206.0,Cash,Delhi,Online course
T12409,U108,2024-07-24,Expense,Rent,36084.0,Card,Mumbai,Movie tickets
T11580,U066,2022-10-21,Expense,Entertainment,794.0,Bank Transfer,,Online course
T2609,U058,2022-08-01,Income,Investment,60328.0,Bank Transfer,Ahmedabad,EMI payment
T13566,U002,2023-04-30,Expense,Food,4009.0,Bank Transfer,,Restaurant dinner
T5093,U074,2021-03-27,Expense,Rent,12491.0,,Bangalore,
T1969,U100,2021-03-16,Expense,Travel,5345.0,UPI,Lucknow,
T8327,U106,2023-10-25,Expense,Others,6136.0,UPI,,Monthly rent payment
T1935,U063,2022-06-07,Expense,Misc,993.0,UPI,Hyderabad,Petrol
T8489,U095,2024-09-11,Expense,Food,0.0,UPI,Ahmedabad,
T0700,U138,2021-04-09,Expense,Entertainment,9768.0,Card,Ahmedabad,
T3884,U058,2023-11-28,Expense,Entertainment,7942.0,Card,Mumbai,Movie tickets
T13781,U132,2022-12-24,Expense,Food,8573.0,UPI,Mumbai,Online course
T3561,U079,2022-07-30,Expense,Rent,31361.0,Card,Chennai,
T6339,U077,2022-02-16,Expense,Others,8697.0,UPI,Ahmedabad,
T6697,U096,2022-04-16,Income,Investment,70158.0,UPI,Mumbai,Internet bill
T4975,U132,2023-07-16,Expense,Rent,1286.0,UPI,Delhi,
T0732,U115,2021-07-03,Expense,Rent,2861.0,Card,Hyd,Electricity bill
T6210,U141,2022-04-25,Income,Investment,57735.0,Bank Transfer,Bangalore,Shopping
T10570,U008,2024-10-04,Expense,Rent,7047.0,Cash,Delhi,
T0880,U053,2023-08-07,Expense,Rent,1526.0,UPI,Kolkata,
T4114,U027,2022-11-26,Expense,Rent,5302.0,Bank Transfer,Mumbai,
T7654,U089,2021-11-28,Expense,Entertainment,1514.0,Card,Kolkata,ATM withdrawal
T12475,U024,2021-05-03,Expense,Utilities,,Card,Hyderabad,
T9285,U134,2022-08-28,Expense,Food,9691.0,Bank Transfer,Lucknow,Books
T11077,U053,,Expense,Travel,3350.0,Bank Transfer,Chennai,Lunch
T12446,U084,2024-05-26,Expense,Food,7843.0,Card,Chennai,Train ticket
T6442,U074,2023-06-10,Expense,Savings,7288.0,UPI,Bangalore,Shopping
T10963,U100,2021-01-06,Expense,Utilities,6741.0,Bank Transfer,Lucknow,Electricity bill
T12010,U109,2022-10-23,Expense,Travel,8325.0,UPI,Bangalore,Internet bill
T12501,U093,2024-10-22,Income,Bonus,19211.0,Card,Ahmedabad,Medicine
T5845,U097,2023-04-08,Expense,Education,4730.0,Bank Transfer,Mumbai,ATM withdrawal
T2993,U091,2022-01-22,Expense,Entertainment,9197.0,Card,Kolkata,ATM withdrawal
T9124,U089,2022-08-11,Income,Bonus,24714.0,Card,Ahmedabad,Coffee
T2293,U115,2022-12-20,Expense,Travel,3445.0,Cash,Jaipur,Petrol
T3626,U017,2023-08-23,Expense,Utilities,6754.0,Cash,Bangalore,
T3866,U149,2024-05-12,Expense,Savings,8393.0,Bank Transfer,Chennai,Books
T10281,U007,2023-07-17,Expense,Entertainment,0.0,Bank Transfer,Delhi,Movie tickets
T5164,U017,2022-10-25,Expense,Entertainment,4468.0,Bank Transfer,Ahmedabad,
T10582,U109,2024-10-03,Expense,Rent,1586.0,Card,Kolkata,Grocery shopping
T0886,U126,2024-05-11,Expense,Food,3550.0,UPI,Jaipur,
T5764,U067,2023-03-25,Expense,Rent,4237.0,Cash,Mumbai,Electricity bill
T9904,U016,2022-03-22,Expense,Travel,4125.0,Cash,Kolkata,EMI payment
T12552,U097,2022-02-05,Expense,Rent,2949.0,UPI,Chennai,
T8639,U066,2022-06-24,Expense,Entertainment,2962.0,Cash,Kolkata,Shopping
T10101,U100,2022-11-21,Expense,Food,,Bank Transfer,Chennai,Shopping
T7920,U064,2021-05-30,Expense,Rent,7744.0,Cash,Lucknow,
T2105,U023,2024-02-04,Expense,Travel,,Card,Hyderabad,Electricity bill
T0314,U075,2021-12-28,Income,Investment,57089.0,Bank Transfer,Chennai,Monthly rent payment
T11006,U101,2024-06-22,Expense,Travel,3416.0,Card,Chennai,Gym membership
T3388,U119,2023-03-19,Expense,Food,2799.0,UPI,Pun,Uber ride
T4385,U014,2022-04-17,Expense,Food,999999.0,Bank Transfer,Bangalore,EMI payment
T13788,U055,2024-10-09,Income,Bonus,51772.0,Cash,,
T1078,U033,2022-12-16,Expense,Health,2891.0,Cash,Bangalore,Grocery shopping
T5322,U144,2023-12-18,Income,Freelance,53035.0,Bank Transfer,Ahmedabad,
T7867,U065,2021-04-14,Expense,Travel,1419.0,UPI,Ahmedabad,Grocery shopping
T11877,U092,2024-01-10,Expense,Food,2685.0,Cash,Jaipur,Grocery shopping
T3137,U108,2021-05-27,Income,Others,30703.0,UPI,Kolkata,
T2095,U065,2023-05-05,Expense,Food,3573.0,Card,Pune,ATM withdrawal
T13184,U049,2024-02-22,Expense,Rent,49694.0,UPI,Chennai,
T4553,U022,2023-04-19,Expense,Food,1842.0,Cash,Chennai,Shopping
T0269,U069,2022-10-25,Expense,Food,5806.0,UPI,Lucknow,
T10552,U123,,Expense,Food,3470.0,Bank Transfer,Ahmedabad,
T0541,U048,2021-05-29,Expense,Savings,5319.0,UPI,Pune,ATM withdrawal
T8642,U085,2024-07-23,Expense,Rent,8077.0,,Delhi,Grocery shopping
T5317,U115,2021-03-04,Expense,Travel,2005.0,Card,Chennai,
T3092,U004,2024-11-27,Expense,Food,3212.0,Cash,Bangalore,Online course
T5594,U100,2022-05-22,Expense,Health,5023.0,Card,Lucknow,Grocery shopping
T2737,U009,2024-04-29,Expense,Travel,8833.0,Card,Bangalore,Doctor consultation
T2016,U124,2023-05-08,Expense,Travel,834.0,,Delhi,
T1702,U106,2024-04-01,Expense,Entertainment,4327.0,Card,Pune,Medicine
T10010,U073,2022-05-09,Expense,Utilities,396.0,Card,Delhi,Movie tickets
T10970,U116,2021-08-09,Expense,Rent,24908.0,Card,Pun,Grocery shopping
T13819,U110,2022-08-13,Expense,Food,1687.0,UPI,Chennai,Restaurant dinner
T6154,U105,2024-12-13,Expense,Utilities,2842.0,Cash,Kolkata,
T4930,U030,2024-11-07,Expense,Rent,1669.0,Cash,,EMI payment
T7830,U013,2024-02-03,Expense,Food,,Bank Transfer,Lucknow,Online course
T7904,U001,2021-11-06,Expense,Rent,3483.0,Cash,Pune,Books
T4042,U044,2023-06-06,Income,Bonus,74365.0,UPI,Chennai,
T6214,U007,2023-06-03,Expense,Food,4757.0,Bank Transfer,Lucknow,Fixed deposit
T3730,U075,2024-02-16,Expense,Food,2331.0,Cash,Lucknow,Online course
T8826,U054,2023-12-27,Expense,Travel,,Cash,Mumbai,Coffee
T4527,U065,2022-03-21,Expense,Food,2193.0,Bank Transfer,Chennai,Uber ride
T5911,U087,2021-11-24,Expense,Food,2640.0,Cash,Kolkata,Shopping
T8268,U060,2024-04-08,Expense,Entertainment,7870.0,Cash,Kolkata,Monthly rent payment
T12342,U142,2024-12-08,Expense,Utilities,5971.0,Cash,Mumbai,
T13018,U016,2022-08-31,Expense,Travel,1881.0,Card,Jaipur,Monthly rent payment
T3570,U139,2021-03-27,Expense,Food,2214.0,UPI,Mumbai,Electricity bill
T7786,U130,2024-02-15,Expense,Travel,6734.0,UPI,Pune,Electricity bill
T7042,U066,2021-01-22,Expense,Rent,,Card,Lucknow,Lunch
T10452,U143,2023-05-28,Expense,Rent,43829.0,Card,Bangalore,EMI payment
T6600,U121,2022-02-09,Expense,Food,4749.0,UPI,Mumbai,
T0273,U137,2022-02-12,Expense,Savings,8773.0,Cash,Hyderabad,EMI payment
T4761,U133,2024-07-13,Expense,Utilities,5559.0,Card,Bangalore,Internet bill
T10326,U139,2021-01-10,Expense,Food,,Bank Transfer,Ahmedabad,Restaurant dinner
T0722,U111,2021-06-05,Expense,Health,1909.0,Bank Transfer,Jaipur,Doctor consultation
T8210,U013,2022-02-01,Income,Others,14332.0,Cash,,Books
T4187,U107,2022-09-21,Expense,Health,2498.0,Card,Mumbai,Restaurant dinner
T1138,U027,2021-10-18,Income,Others,10591.0,UPI,Kolkata,Electricity bill
T10041,U100,2022-08-06,Expense,Travel,8266.0,UPI,Chennai,EMI payment
T13863,U094,2024-04-06,Income,Bonus,63801.0,Bank Transfer,Mumbai,Books
T9429,U121,2024-07-30,Expense,Food,2839.0,Cash,Bangalore,Fixed deposit
T11637,U044,2022-06-30,Expense,Entertainment,4888.0,Card,Mumbai,Movie tickets
T9795,U141,2023-09-22,Expense,Food,2511.0,UPI,Kolkata,
T10098,U057,2023-08-08,Expense,Rent,2977.0,Card,Delhi,Monthly rent payment
T12317,U061,2024-05-11,Expense,Travel,1928.0,UPI,Delhi,
T9928,U041,2024-06-11,Expense,Food,933.0,Cash,Lucknow,Petrol
T3430,U089,2024-11-27,Expense,Travel,5084.0,Card,Lucknow,Petrol
T5061,U042,2022-09-21,Expense,Utilities,7841.0,UPI,Jaipur,
T2335,U065,2024-08-22,Expense,Travel,1580.0,UPI,Chennai,
T5256,U068,2022-01-11,Expense,Education,4587.0,Cash,Chennai,Gym membership
T6343,U142,2023-06-20,Income,Salary,14430.0,Bank Transfer,Ahmedabad,
T0044,U108,2024-11-15,Expense,Health,1120.0,Bank Transfer,Bangalore,
T6013,U041,2023-09-20,Income,Freelance,76663.0,Cash,Ahmedabad,
T0436,U148,2022-09-18,Expense,Health,6967.0,UPI,Lucknow,Uber ride
T8578,U118,2022-02-08,Expense,Travel,5837.0,UPI,Delhi,
T8073,U045,2021-04-03,Expense,Food,9447.0,Bank Transfer,Pun,Petrol
T9519,U106,2022-02-07,Income,Others,25793.0,Bank Transfer,Lucknow,Restaurant dinner
T2020,U112,2022-01-25,Expense,Entertainment,9225.0,Card,Kolkata,Restaurant dinner
T4674,U070,2021-11-15,Expense,Rent,420.0,Bank Transfer,Mumbai,Restaurant dinner
T3082,U047,2022-12-28,Expense,Food,4391.0,UPI,Delhi,Train ticket
T11813,U009,2021-07-11,Expense,Rent,19439.0,Cash,Mumbai,EMI payment
T10525,U096,2023-04-15,Expense,Rent,6306.0,Card,Lucknow,
T1664,U100,2021-06-29,Expense,Utilities,7350.0,Card,Kolkata,
T8856,U068,2024-05-20,Expense,Entertainment,2596.0,Cash,Delhi,Shopping
T13703,U109,2021-08-28,Expense,Rent,3016.0,Bank Transfer,Hyderabad,
T6505,U100,2024-06-11,Expense,Utilities,7353.0,Bank Transfer,Kolkata,
T8887,U041,2021-04-30,Expense,Rent,462.0,Cash,Ahmedabad,Fixed deposit
T0823,U057,2021-07-03,Expense,Rent,26092.0,UPI,,Monthly rent payment
T6935,U137,2023-10-10,Expense,Utilities,8996.0,Cash,Hyd,Books
T4540,U072,2023-02-20,Income,Bonus,11567.0,Bank Transfer,Hyderabad,
T1859,U134,2021-05-30,Income,Freelance,21664.0,Bank Transfer,Pun,Internet bill
T4143,U016,2024-05-28,Expense,Rent,45883.0,Card,Lucknow,
T7725,U008,2021-04-18,Expense,Travel,6162.0,Bank Transfer,Hyderabad,Grocery shopping
T12707,U063,2022-10-29,Expense,Rent,36849.0,UPI,Pune,Online course
T6498,U119,2024-03-21,Expense,Utilities,1444.0,Cash,Ahmedabad,
T2161,U030,,Expense,Travel,9786.0,Cash,Ahmedabad,
T2482,U077,2023-05-23,Expense,Food,3230.0,,Mumbai,Grocery shopping
T9736,U116,2024-10-15,Expense,Utilities,3377.0,Card,,
T6693,U077,2023-07-07,Expense,Travel,9934.0,Cash,Mumbai,EMI payment
T6497,U056,2024-12-28,Expense,Rent,10976.0,Cash,Bangalore,Movie tickets
T2239,U119,2024-07-15,Expense,Savings,2910.0,UPI,,
T5661,U144,2021-11-13,Expense,Rent,8646.0,Card,,
T3040,U069,2022-09-07,Expense,Food,8282.0,Card,,
T3653,U087,2023-07-30,Expense,Education,5861.0,Bank Transfer,Delhi,Coffee
T7603,U121,2022-10-10,Expense,Travel,936.0,Cash,,
T7466,U023,2023-01-26,Expense,Entertainment,7837.0,Card,Bangalore,Fixed deposit
T4739,U094,2023-12-10,Expense,Food,1783.0,Bank Transfer,Delhi,
T3077,U106,2024-09-12,Income,Bonus,61600.0,Card,Ahmedabad,
T0080,U021,,Expense,Food,3517.0,Cash,Lucknow,
T6105,U072,2024-06-28,Expense,Food,3379.0,Card,Delhi,
T10862,U105,2023-06-30,Expense,Food,8922.0,Cash,Chennai,ATM withdrawal
T1072,U022,2022-06-07,Expense,Entertainment,1817.0,UPI,Kolkata,
T13137,U018,2024-03-08,Expense,Food,1575.0,,,Petrol
T7767,U033,2023-05-06,Income,Bonus,79594.0,UPI,Ahmedabad,Shopping
T8546,U141,2023-02-27,Expense,Rent,6927.0,Cash,Bangalore,Internet bill
T0201,U010,2021-01-01,Expense,Food,4214.0,UPI,Chennai,
T9098,U041,2022-12-24,Income,Salary,45134.0,Card,,Fixed deposit
T3024,U093,2023-10-23,Expense,Travel,1389.0,UPI,Delhi,Shopping
T12948,U076,2024-08-31,Income,Investment,52125.0,Card,Hyderabad,Movie tickets
T6435,U005,2024-10-15,Expense,Education,9998.0,UPI,Ahmedabad,Doctor consultation
T2829,U048,2021-02-12,Expense,Food,3535.0,Card,Jaipur,Online course
T7445,U046,2021-09-26,Expense,Education,5472.0,UPI,Hyderabad,Petrol
T8611,U040,2021-11-07,Expense,Rent,8489.0,Cash,Ahmedabad,Fixed deposit
T12330,U061,2024-07-20,Expense,Entertainment,9816.0,Card,Mumbai,Fixed deposit
T0443,U119,,Expense,Rent,6642.0,,Bangalore,
T5883,U106,2023-08-06,Expense,Food,2092.0,Bank Transfer,Chennai,Internet bill
T5005,U009,2024-12-02,Expense,Travel,990.0,UPI,,Doctor consultation
T2591,U066,2023-02-12,Expense,Rent,43659.0,UPI,Lucknow,Lunch
T3614,U072,2024-05-04,Expense,Rent,7889.0,Card,Bangalore,ATM withdrawal
T8570,U014,2021-11-11,Expense,Rent,30032.0,Card,Delhi,Books
T8239,U051,2022-06-28,Income,Investment,66783.0,UPI,Ahmedabad,Monthly rent payment
T3274,U079,2021-03-06,Income,Investment,60496.0,Cash,Mumbai,Coffee
T1251,U024,2024-11-27,Expense,Savings,2295.0,,Chennai,
T12802,U053,2023-06-07,Expense,Others,3630.0,Cash,Jaipur,
T0647,U099,2024-01-07,Expense,Health,832.0,Card,,
T13336,U049,2023-10-27,Income,Bonus,31943.0,UPI,Delhi,Online course
T1946,U130,2023-04-17,Expense,Utilities,2754.0,Bank Transfer,Bangalore,Train ticket
T5723,U003,2024-08-24,Expense,,2791.0,UPI,Delhi,
T8601,U118,2022-04-25,Expense,Entertainment,5534.0,UPI,Hyderabad,Doctor consultation
T6404,U135,2021-12-20,Expense,Rent,2366.0,Card,Bangalore,Lunch
T10822,U140,2021-09-08,Expense,Food,,UPI,Bangalore,Grocery shopping
T6690,U094,2022-06-27,Expense,Health,6869.0,Card,Ahmedabad,Books
T8906,U002,2024-06-21,Expense,Rent,18922.0,Bank Transfer,Pune,Books
T6096,U079,2021-08-09,Expense,Health,9173.0,UPI,Delhi,EMI payment
T5582,U116,2023-03-30,Expense,Travel,8982.0,Cash,Bangalore,Online course
T0124,U037,2024-12-30,Income,Bonus,61007.0,Bank Transfer,Delhi,
T9746,U018,2022-12-06,Income,Others,30853.0,Bank Transfer,Mumbai,Grocery shopping
T4702,U093,2024-08-29,Expense,Entertainment,,Cash,Chennai,ATM withdrawal
T11749,U025,2021-01-20,Expense,Food,770.0,Cash,Delhi,
T0970,U050,2021-09-25,Expense,Entertainment,999999.0,Card,Hyderabad,
T9158,U044,2021-12-23,Expense,Entertainment,3141.0,,Chennai,Petrol
T12863,U011,2021-02-16,Expense,Rent,6658.0,UPI,Delhi,Shopping
T11384,U097,2024-12-26,Expense,Entertainment,623.0,Card,Chennai,Gym membership
T4127,U087,2024-03-24,Expense,Rent,,Card,Lucknow,Train ticket
T4938,U036,2022-06-15,Income,Bonus,40888.0,UPI,Bangalore,
T3443,U149,,Expense,Rent,39066.0,Card,Pune,
T8962,U101,2024-12-14,Expense,Utilities,5608.0,,Jaipur,
T11712,U137,2024-11-11,Expense,Utilities,7746.0,Cash,Lucknow,Train ticket
T5096,U011,2024-10-05,Expense,Utilities,5135.0,Cash,Lucknow,Grocery shopping
T12364,U027,2023-09-13,Expense,Food,4185.0,Card,Lucknow,
T7895,U052,2024-05-14,Expense,Utilities,8718.0,Cash,Mumbai,Lunch
T9757,U021,2021-10-08,Expense,Rent,14576.0,Cash,Mumbai,Uber ride
T7880,U115,2021-08-18,Expense,Utilities,4609.0,Bank Transfer,Kolkata,Uber ride
T6715,U018,2021-12-17,Expense,Utilities,6452.0,UPI,Delhi,Internet bill
T7066,U023,2024-12-23,Income,Salary,53920.0,UPI,Ahmedabad,
T1675,U059,2024-12-06,Income,Freelance,76580.0,Card,Bangalore,Gym membership
T5629,U035,2021-03-13,Expense,Health,1804.0,Bank Transfer,Chennai,Uber ride
T4094,U037,2024-12-11,Expense,Rent,386.0,UPI,Kolkata,Coffee
T7083,U088,2022-02-23,Expense,Savings,3074.0,Bank Transfer,Hyd,
T2476,U025,2022-10-12,Expense,Education,9231.0,Cash,Ahmedabad,Monthly rent payment
T11667,U004,2022-02-07,Expense,Utilities,1041.0,Cash,Delhi,
T12391,U121,2024-03-17,Expense,Travel,1743.0,Bank Transfer,Lucknow,
T3478,U078,2021-09-07,Expense,Food,3025.0,Bank Transfer,Pune,Movie tickets
T12092,U073,2024-07-17,Expense,Food,472.0,Bank Transfer,Delhi,EMI payment
T4441,U148,2021-06-09,Expense,Food,3603.0,UPI,Bangalore,
T9822,U133,2023-03-08,Expense,Food,8987.0,Bank Transfer,Chennai,Electricity bill
T1380,U046,2021-06-08,Income,Others,61795.0,UPI,Chennai,Coffee
T7469,U149,2024-03-20,Expense,Rent,38750.0,Card,Chennai,Lunch
T6764,U148,2024-05-27,Expense,Rent,8263.0,Card,Jaipur,
T7924,U141,2021-08-01,Expense,Rent,38906.0,UPI,Lucknow,Restaurant dinner
T2462,U024,2022-04-04,Expense,Entertainment,8428.0,UPI,Jaipur,
T9267,U046,2023-02-18,Income,Investment,59307.0,UPI,Hyd,
T4993,U049,2021-12-21,Expense,Travel,7669.0,UPI,Kolkata,
T5407,U090,2024-09-27,Expense,Food,2296.0,Bank Transfer,Bangalore,
T3269,U046,2022-07-19,Expense,Food,766.0,Card,Ahmedabad,Medicine
T2877,U148,2024-04-09,Expense,Utilities,1906.0,UPI,,Petrol
T10353,U070,2021-05-07,Expense,Travel,3472.0,Bank Transfer,Kolkata,
T12478,U049,2023-07-29,Expense,Rent,145.0,UPI,Kolkata,Restaurant dinner
T6806,U003,2024-01-03,Expense,Utilities,3397.0,UPI,Ahmedabad,Electricity bill
T9677,U108,2021-09-16,Expense,Rent,4868.0,Cash,Mumbai,
T1206,U035,2023-04-10,Expense,Food,1392.0,Bank Transfer,Lucknow,Train ticket
T4276,U127,2021-11-07,Income,Freelance,55811.0,UPI,Ahmedabad,
T3640,U044,2024-05-27,Income,Investment,79367.0,,Kolkata,Doctor consultation
T10897,U079,2023-06-18,Income,Salary,45035.0,UPI,Jaipur,Train ticket
T2670,U006,2023-01-03,Expense,Entertainment,2390.0,Cash,Hyd,Movie tickets
T11185,U136,2024-10-10,Expense,Food,4752.0,Cash,Bangalore,Uber ride
T7218,U109,2024-04-25,Expense,Food,6913.0,UPI,Pun,Gym membership
T12492,U054,2024-10-04,Expense,Entertainment,9345.0,Cash,Kolkata,Train ticket
T2139,U142,2023-02-09,Expense,Food,1207.0,Bank Transfer,Lucknow,Internet bill
T9979,U072,2024-03-04,Expense,Others,5126.0,Bank Transfer,Lucknow,Books
T1168,U048,2022-11-16,Expense,Food,139.0,Card,Hyd,Books
T12090,U010,2023-11-11,Expense,Travel,2810.0,Bank Transfer,,Train ticket
T5297,U036,2021-12-25,Expense,Others,1799.0,UPI,Bangalore,Movie tickets
T12521,U076,2021-09-07,Expense,Rent,560.0,Bank Transfer,Lucknow,Internet bill
T12678,U084,2022-06-10,Expense,Food,2688.0,Card,Delhi,ATM withdrawal
T13865,U037,2023-10-04,Expense,Education,3670.0,Bank Transfer,Jaipur,ATM withdrawal
T6990,U097,2024-08-09,Expense,Food,9095.0,Bank Transfer,Jaipur,
T10724,U104,2022-04-09,Expense,Travel,0.0,Card,Delhi,
T0157,U003,2021-03-01,Expense,Utilities,8780.0,Card,Chennai,
T11554,U085,2023-12-12,Expense,Food,4414.0,Cash,Kolkata,
T4700,U058,2023-01-25,Expense,Rent,-1000.0,UPI,Chennai,
T2977,U049,2023-07-19,Income,Freelance,30887.0,Bank Transfer,Hyd,
T6850,U035,,Income,Others,68308.0,Cash,Bangalore,Shopping
T0007,U030,2024-05-01,Expense,Food,-1000.0,Cash,Jaipur,Medicine
T10333,U133,2024-03-31,Expense,Travel,802.0,Card,Delhi,
T13111,U147,2023-01-23,Expense,Rent,387.0,UPI,Ahmedabad,
T8026,U140,2021-09-12,Expense,Health,9857.0,Card,Hyderabad,Movie tickets
T2752,U104,2022-06-20,Income,Others,73053.0,UPI,Bangalore,
T10878,U046,2021-02-25,Expense,Education,5098.0,Bank Transfer,Lucknow,Petrol
T13364,U052,2023-04-09,Expense,Travel,452.0,Cash,Jaipur,
T8491,U059,2021-10-23,Expense,Health,2945.0,Cash,,Fixed deposit
T13253,U137,2022-12-31,Income,Freelance,66153.0,UPI,,
T1857,U063,2021-06-29,Expense,Rent,4016.0,Cash,Mumbai,
T11820,U070,2023-08-25,Expense,Rent,,UPI,Kolkata,Grocery shopping
T6408,U147,2023-10-02,Expense,Entertainment,6474.0,Card,Jaipur,Books
T11565,U047,2023-02-13,Expense,Food,1290.0,,Ahmedabad,
T12143,U016,2022-06-02,Expense,Savings,5081.0,Card,Hyderabad,Grocery shopping
T12744,U030,2024-02-10,Income,Bonus,75823.0,UPI,Bangalore,Gym membership
T9751,U012,2023-06-22,Income,Freelance,31120.0,UPI,Jaipur,
T2080,U087,2023-09-05,Expense,Utilities,7529.0,Card,Pune,
T4349,U013,2024-08-10,Expense,Education,2771.0,Bank Transfer,Kolkata,Internet bill
T1244,U008,2023-05-20,Expense,Travel,9686.0,Card,Ahmedabad,Restaurant dinner
T11672,U073,2022-05-09,Expense,Rent,3584.0,,Pune,Restaurant dinner
T7390,U146,2021-07-16,Expense,Rent,9042.0,Bank Transfer,Lucknow,Medicine
T9830,U070,2023-04-28,Income,Investment,49059.0,Cash,Jaipur,Electricity bill
T9925,U144,2023-10-23,Expense,Education,8630.0,Cash,Ahmedabad,Books
T3358,U115,2022-06-15,Expense,Rent,6926.0,Cash,Kolkata,Coffee
T6504,U130,2021-07-26,Expense,Food,4356.0,UPI,Bangalore,
T12399,U083,2024-04-04,Expense,Rent,18668.0,UPI,Pune,
T11761,U078,,Expense,Education,386.0,Card,Ahmedabad,Online course
T4457,U139,2024-01-04,Expense,Health,4591.0,UPI,Mumbai,Coffee
T8931,U076,2024-08-03,Expense,Rent,279.0,Card,Lucknow,Monthly rent payment
T0397,U063,2023-12-21,Expense,Travel,7616.0,Cash,Mumbai,Doctor consultation
T0743,U013,2022-07-16,Expense,Rent,11372.0,Bank Transfer,,Monthly rent payment
T0500,U038,2022-07-23,Expense,Others,3540.0,UPI,Jaipur,Coffee
T12407,U018,2023-09-12,Expense,Others,8221.0,Bank Transfer,Hyderabad,ATM withdrawal
T4795,U043,2022-06-12,Expense,Entertainment,8571.0,Card,Delhi,Medicine
T11422,U039,2023-07-03,Expense,Utilities,2306.0,Card,Jaipur,EMI payment
T8022,U004,2023-08-04,Income,Investment,76991.0,,Chennai,
T12290,U092,2021-01-16,Expense,Food,1107.0,Card,Hyd,
T7905,U053,2024-08-27,Expense,Travel,9775.0,UPI,Jaipur,Gym membership
T6134,U023,2021-11-26,Expense,Food,3900.0,,Kolkata,Books
T1493,U070,2022-09-20,Expense,Savings,6906.0,Cash,Lucknow,Monthly rent payment
T13309,U047,2021-06-20,Expense,Food,340.0,Bank Transfer,Pun,Monthly rent payment
T3889,U093,2023-07-04,Expense,Entertainment,6224.0,UPI,Bangalore,Online course
T2338,U051,2023-04-20,Expense,Education,4242.0,Bank Transfer,,Gym membership
T10514,U039,2022-09-11,Expense,Education,639.0,Cash,Ahmedabad,
T10337,U098,2023-12-29,Expense,Travel,1547.0,Bank Transfer,,Coffee
T1387,U017,2023-08-16,Expense,Entertainment,1629.0,Card,Delhi,Monthly rent payment
